node,type
"TITAN, TRISH",hero
TITHE COLLECTOR,hero
TIWAZ,hero
T'KYLL ALABAR,hero
TOAD/MORTIMER TOYNBE,hero
TOBIAS,hero
"TODD, FISHER",hero
"TOFIELD, FRANCESCA",hero
TOI/REXEL TOIVEN,hero
TOKEN,hero
TOKKOTS,hero
"TOLLIVER, EMMA",hero
TOLLIVER,hero
"TOLLIVER, MELBA",hero
"TOLLIVER, REV. JACKS",hero
"TOLLIVER, SHERIFF JO",hero
TOL-NOK,hero
TOLOC,hero
TOMAZOOMA,hero
TOMAZOOMA II,hero
TOMBSTONE/LONNIE THO,hero
TOMMY LIGHTNING/,hero
TOMORROW HAWK/CEYOTE,hero
TOM THUMB/THOMAS THO,hero
TONGAH,hero
TOOTHGNASHER,hero
TOOTHGRINDER,hero
TOPAZ,hero
TOPSPIN/DARREN MITCH,hero
TORES,hero
TORG,hero
TORGO,hero
"TORK, LT.",hero
"TORK, SGT.",hero
TORO II/BENITO SERRA,hero
TORO/TOM RAYMOND,hero
TORPEDO,hero
TORPEDO III/BROCK JO,hero
TORPEDO II/MICHAEL S,hero
TORQUE II,hero
TOSHI,hero
TOTEM,hero
TOUGH LOVE/,hero
"TOWER, BLAKE",hero
TOWER,hero
"TOWNSEND, CHRIS",hero
TOY,hero
TRACER,hero
TRACKER,hero
TRADER,hero
"TRAINER, DR. SEWARD",hero
TRANTRA,hero
TRAPPER/VOLA,hero
TRAPSTER II/LARRY CU,hero
TRAPSTER/PETER PETRU,hero
"TRASK, DR. BOLIVAR",hero
"TRASK, DR. DONALD TR",hero
TRASK,hero
"TRASK, LAWRENCE LARR",hero
"TRASK, RAYMOND",hero
TRAUMA,hero
TRAVELER,hero
"TRAVELLER, DR. JUDAS",hero
"TRAVERS, MIKE",hero
"TRAYNOR, HARLEY",hero
T-RAY/WADE WILSON,hero
TREMELO/,hero
"TREMONT, JONATHAN",hero
"TREVANE, DET. CONNOR",hero
"TREVANI, DANIKA",hero
TREVORIK,hero
"TREVOR, STEVE",hero
TRIATHLON/DELROY GAR,hero
TRIAX,hero
TRICKSHOT,hero
TRICKSTER,hero
"TRIMPE, HERB",hero
TRION,hero
TRI-SENTINEL,hero
TRITON DOPPELGANGER,hero
TRITON,hero
TRITON | MUTANT X-VE,hero
TROLL/,hero
TRUMP/,hero
TRUTH,hero
TRUTH II,hero
TRYKUR,hero
TSERRON,hero
"TSKAROV, GENERAL",hero
"TSO, JASON",hero
"TSUNG, MARCUS",hero
"TSURAYABA, MATSUO",hero
TUATARA/COMMANDER AR,hero
TUC,hero
TU,hero
TULAK,hero
TULL,hero
"TULLY, DEREK",hero
TUMBLER/JOHN ROBERT,hero
"TUMOLO, DR. JOANNE",hero
TUNDRA,hero
TUNGSTEN,hero
TUPA,hero
TURBO II (A)/MICHIKO,hero
TURBO II (B)/MIKE JE,hero
TURK,hero
TURK II,hero
TURMOIL,hero
TUSK,hero
TUTINAX,hero
TUVO,hero
"TWAKI, DR. TED",hero
TWEEDLEDOPE,hero
TWIT,hero
TWO-GUN KID,hero
TYCHO,hero
"TYGER, LORD",hero
TYGERSTRYKE/,hero
TYGER TIGER/JESSAN H,hero
TYNDAR,hero
TYN-DARMUTH,hero
"TYNE, ELIZABETH/JANI",hero
TYPEFACE/GORDON THOM,hero
TYPHOID MARY/MARY ME,hero
TYPHOID MARY | MUTAN,hero
TYPHON,hero
TYPHOON/,hero
TYRAK,hero
TYRANNUS,hero
TYRANT,hero
TYR,hero
TYRUS,hero
TYRUS KRILL,hero
UATU,hero
UATU | MUTANT X-VERS,hero
UGLY JOHN/STEVE,hero
U-GO GIRL/EDIE,hero
ULARA,hero
ULIK,hero
ULTARNT,hero
ULTIMA,hero
ULTIMATOR/,hero
ULTIMO,hero
ULTIMUS,hero
ULTRA-MAX,hero
ULTRON 2010,hero
ULTRON,hero
ULYSSES,hero
ULYSSES II,hero
U-MAN/MERRANO,hero
UMAR,hero
UNA,hero
UNBEING/BILLY BETELH,hero
UNCEGILA,hero
UNCLE PYKO,hero
UNCLE SAM,hero
UNDERTAKER/CONRAD EI,hero
UNDERTOW,hero
UNICORN II/,hero
UNICORN III/,hero
UNICORN/MYLOS MASARY,hero
UNI-LORD,hero
UNION JACK II/BRIAN,hero
UNION JACK III/JOEY,hero
UNION JACK/LORD MONT,hero
UNIT 101101,hero
UNIT,hero
UNSEEN/UNAM,hero
UNUSCIONE,hero
UNUS THE UNTOUCHABLE,hero
UPLINK/HECTOR FUENTE,hero
URANIUM,hero
URCHALLA,hero
"URICH, BEN",hero
"URICH, DORIS",hero
UR-LINI,hero
UROC,hero
URSA MAJOR/MIKHAIL U,hero
URSON-WELLZ,hero
URSULA,hero
"URSULA, LADY",hero
URTHONA,hero
USAGENT/CAPTAIN JOHN,hero
USAGENT DOPPELGANGER,hero
UTGARD-LOKI,hero
VACUUM,hero
VAGABOND/PRISCILLA L,hero
VAGUE/,hero
VAKUME,hero
VALERIA,hero
VALINOR,hero
VALKIN,hero
VALKYRIE II | MUTANT,hero
VALKYRIE IV,hero
VALTORR,hero
VAMP,hero
VANADIUM,hero
VANCE REBUS/,hero
"VANDERGILL, GEORGE",hero
"VANE, ROGER",hero
VANESSA,hero
VANGUARD/NICOLAI KRY,hero
"VAN HELSING, RACHEL",hero
VANISHER,hero
VANIUM,hero
"VANKIN, JONATHAN",hero
"VAN NUYS, PROF. RODE",hero
VAPOR,hero
VARGAS,hero
VARUA/MIRA,hero
VASHTI,hero
"VAUGHAN, GAYLE",hero
"VAUGHAN, MRS.",hero
VAVELLA,hero
"VAZHIN, ALEXEI MIKHA",hero
"VAZIR, DR.",hero
VECTOR,hero
VEDA,hero
VEEG,hero
"VEGA, ROBIN",hero
VEGA-SUPERIOR,hero
VEIL,hero
VENDETTA | MUTANT X-,hero
VENOM/EDDIE BROCK,hero
VENOMM,hero
VENUS/APHRODITE/VICT,hero
VENUS II,hero
VERITUS,hero
"VERMICELLI, GIANNI",hero
VERMIN/EDWARD WHELAN,hero
VERMIN II,hero
"VERMIN, LADY",hero
"VERPOORTEN, JOHN",hero
"VERSCHLAGEN, FRAU",hero
VERTIGO,hero
VERTIGO II,hero
VESPER,hero
VESSEL,hero
VESTA,hero
VIBRANIA/SHARA,hero
VIBRATO/,hero
VIBRAVORE,hero
VIBRAXAS/N'KANO,hero
VIBRO/DR. FRANCIS VI,hero
VICTORIUS/PROF. VICT,hero
VIDAR,hero
VIENNA,hero
"VIENNEAU, JACQUES",hero
VIGILANT/PSTUN-RAGE,hero
VIGIL,hero
VILIVEN,hero
"VILLA-LOBOS, GETULIO",hero
"VINCENT, DANNY",hero
VINCENTE/,hero
VINDALOO/,hero
VINDICATOR II DOPPEL,hero
VINDIKTOR/,hero
"VINYL, MILO",hero
VIOLENCE/,hero
VIPER II,hero
VIPER/JORDON DIXON,hero
VIRAGO,hero
VIRA,hero
VIRAKO,hero
VIRGO/ELAINE MCLAUGH,hero
VIRGO II,hero
VIRTUAL REALITY,hero
VISALIA,hero
VISARA,hero
VISE/,hero
VISION DOPPELGANGER,hero
VISION,hero
VITCHEN,hero
VIVISECTOR/MYLES ALF,hero
VIXEN,hero
VIZIER,hero
VOGEL,hero
"VOGE, TULLAMORE",hero
"VOGHT, AMELIA",hero
VOICE,hero
VOID-EATER,hero
VOID,hero
VOLCANA ASH,hero
VOLCANA/MARSHA ROSEN,hero
VOLGA BELLE/,hero
VOLKHVY,hero
VOLK/ILYA DUBROMOVIT,hero
VOLLA,hero
VOLSTAGG,hero
VOLSTAGG | MUTANT X-,hero
VOLX,hero
"VON DOOM, CYNTHIA",hero
"VON FRANKENSTEIN, BA",hero
"VON RICHTOFEN, LT. M",hero
"VON STRUCKER, WERNER",hero
"VON VOLTZMANN, FRITZ",hero
"VONYA, DR. ANATOLY",hero
VOR/TEX,hero
VORZEN,hero
VOSTOK,hero
VOYAGER,hero
"VRIES, KALI",hero
VULCAN/,hero
VULTURE/ADRIAN TOOME,hero
VULTURE II/BLACKIE D,hero
VULTURE III/DR. CLIF,hero
VYREK,hero
"WADE, AGENT JOE",hero
"WAGNER, ERNIE WHACK",hero
"WALDERS, BEATRICE",hero
WALDO,hero
WALKABOUT,hero
WALKER,hero
"WALKER, JILL",hero
"WALKER, MICKEY",hero
"WALKER, SHERIFF CHAN",hero
"WALKER, TESS",hero
WALL/,hero
WALLOP/WALTER DESTIN,hero
WALRUS,hero
WALRUSS,hero
"WALSH, CAPT. ALEXAND",hero
"WALSH, LYNN",hero
"WALTERS, BILLY",hero
"WALTERS, CHAP",hero
"WALTERS, SHERIFF MOR",hero
WANDERER,hero
"WANG, LI",hero
"WANG, VICTORIA VICKY",hero
WAR/ABRAHAM LINCOLN,hero
WARBOW/,hero
"WARD, SEN. STEWART",hero
WARFARE/,hero
WARFIST,hero
WARGOD/MORA HAGER,hero
WARHAWK II,hero
WARHAWK III/TOM NAKA,hero
WARHEAD/GREGORY SLIV,hero
"WARKOVSKY, SEN.",hero
WARLOCK II/ADAM WARL,hero
WARLOCK III,hero
WARLORD,hero
WAR MACHINE II/PARNE,hero
WARP SAVANT,hero
WARPY,hero
"WARREN, MR.",hero
WARR,hero
WARRIOR WOMAN/JULIA,hero
WARSTAR,hero
WARTON/WARBECK,hero
WAR TOY/ALKHEMA,hero
WASP/JANET VAN DYNE,hero
"WATANABE, EMMALINE B",hero
"WATANABE, YUJI",hero
WATCHDOG,hero
WATCHFIRE/,hero
WATCHLORD/,hero
"WATERS, SETH",hero
WATER WITCH/,hero
WATER WIZARD/PETE,hero
"WATKINS, MELODY",hero
"WATKINS, STEVIE",hero
WATOOMB,hero
"WATSON, ANNA",hero
"WATSON, KEVIN",hero
"WATSON, KRISTY",hero
"WATSON, MADELINE",hero
"WATSON-PARKER, MARY",hero
"WATSON, PHILIP",hero
"WATSON, TOMMY",hero
WATTS,hero
WAXWORK,hero
WAYFINDER,hero
WAYOPEX,hero
WEAK LINK/ERNIE MILL,hero
"WEALS, MELVIN J.",hero
WEAPON X II/GARRISON,hero
WEAPON X III,hero
WEASEL/JACK HAMMER,hero
"WEASON, SENATOR",hero
"WEAVER, ZEKE",hero
"WEBSTER, NORM",hero
WEBWING,hero
WEED,hero
"WEI, LINDA",hero
"WEIN, GLYNIS",hero
"WEIN, LEN",hero
"WEISENTHAL, DR. JACO",hero
"WEISENTHAL, DR. JONA",hero
"WEISMAN, DR.",hero
"WEISS, KONRAD KONNIE",hero
WENDIGO II/GEORGES B,hero
WENDIGO III/FRANCOIS,hero
WENDIGO IV/MICHAEL F,hero
WENDIGO/PAUL CARTIER,hero
WENDIGO V/ANDRE,hero
WENDIGO VI/LARRY,hero
WENDY,hero
"WENTWORTH, JENNIFER",hero
WEREWOLF BY NIGHT/JA,hero
"WERNER, P.D.Q.",hero
"WESSEL, HARRY",hero
"WEST, DALE",hero
"WESTON, SALLY",hero
"WESTPHAL, SIMON",hero
"WETHERELL, MANOLI",hero
"WEYING, ANN",hero
WHEELER,hero
"WHEELER, M'KONI MARY",hero
WHIPLASH II/,hero
WHIPLASH/MARK SCARLO,hero
WHIRLWIND/DAVID CANN,hero
WHIRLWIND II/DAVID C,hero
WHISPER/,hero
WHISPER II/,hero
WHITE BIRD/AMARA,hero
"WHITECLOUD, MICHAEL",hero
WHITE DRAGON,hero
WHITE DRAGON II,hero
"WHITE, JONATHAN",hero
WHITE KING,hero
WHITEOUT,hero
"WHITE, PROFESSOR",hero
WHITE QUEEN/EMMA FRO,hero
WHITE RABBIT,hero
WHITE TIGER/HECTOR A,hero
WHITE TIGER II/,hero
WHITE WOLF/HUNTER,hero
"WHITMAN, DEBRA",hero
"WHITMAN, PATRICIA",hero
WHIZZER III/JAMES SA,hero
WHIZZER II/STANLEY S,hero
WHIZZER/ROBERT L. FR,hero
"WHYTE, HARMONY (HARM",hero
WHYTEOUT/STUART ANTH,hero
WIBBOW,hero
"WIDDOWS, SGT.",hero
WIDE LOAD ANNIE/ANNI,hero
WIDGET,hero
WIDOW-MAKER,hero
"WIGGINS, TRACY",hero
"WILBURN, MYRON",hero
"WILCOX, DR. BRENT",hero
WILD BLOOD,hero
WILD CHILD DOPPELGAN,hero
WILD CHILD/KYLE GIBN,hero
WILD CHILD | MUTANT,hero
WILD MAN/ALEX WILDMA,hero
WILD ONE,hero
WILDPRIDE/KYLLIAN,hero
WILDSIDE,hero
WILDSTREAK,hero
WILD TIGER/DENG LING,hero
WILD WHIP,hero
"WILFORD, BONNIE",hero
"WILFORD, ELISABETH B",hero
"WILFORD, ETHAN",hero
"WILKS, SHANTAL",hero
WILLIAMS JOHN,hero
"WILLIAMS, MINDY",hero
"WILLIAMS, MRS.",hero
"WILLIAMS, NILES",hero
"WILLIFORD, BRENT",hero
WILLIS,hero
WILL O' THE WISP/JAC,hero
"WILMOTT, DR. KEITH",hero
"WILSON, DUBOSE",hero
"WILSON, JIM",hero
"WILSON, LOUIS",hero
"WILSON, MERCEDES",hero
WINDEAGLE/HECTOR SAN,hero
WINDSHEAR/COLIN ASHW,hero
WINDSTORM/,hero
WIND-WARRIOR/PAMELA,hero
WINDY,hero
"WING, COLLEEN",hero
"WINGFOOT, WYATT",hero
"WINGFOOT, WYATT II",hero
"WINGFOOT, WYNONA",hero
WING,hero
"WING, PROFESSOR",hero
"WINTHROP, DESIREE",hero
WIPEOUT,hero
WIREHEAD,hero
WIRETAP/,hero
"WISDOM, HAROLD",hero
"WISDOM, PETE 2013",hero
"WISDOM, PETER",hero
"WISDOM, ROMANY",hero
WITCHFIRE,hero
WITHERS,hero
WITNESS II/REMY LEBE,hero
WITNESS/NESS,hero
WIZARD/BENTLEY WITTM,hero
WIZARD OF THE WEST,hero
WIZ KID/TAKESHI MATS,hero
W'KABI,hero
W'KANDRO,hero
"WOLFE, HEDY",hero
"WOLFE, MR.",hero
"WOLFE, SARA",hero
WOLFGANG,hero
WOLF,hero
"WOLFMAN, MARV",hero
WOLFSBANE 2013,hero
WOLFSBANE DOPPELGANG,hero
WOLFSBANE/RAHNE SINC,hero
WOLF SPIRIT/OWAYODAT,hero
"WOLMAN, GIDEON",hero
WOLVERINE 2013,hero
WOLVERINE DOPPELGANG,hero
WOLVERINE/LOGAN,hero
WOLVERINE | MUTANT X,hero
WOLVERINE SKRULL,hero
WONDER MAN 2010/SIMO,hero
WONDER MAN DOPPELGAN,hero
WONDER MAN/SIMON WIL,hero
WONG CHU,hero
WONG,hero
"WOO, CHOW YUN",hero
WOODGOD,hero
"WOODS, MIRANDA",hero
"WOODS, TIMOTHY",hero
"WOO, JIMMY",hero
"WOO, MAI YIN",hero
"WOO, SONIA",hero
WORD,hero
WORD II/,hero
WORM,hero
WORMWOOD,hero
"WORTHINGTON, ELIZABE",hero
"WORTHINGTON, KATHRYN",hero
"WORTHINGTON, MAJOR G",hero
"WORTHINGTON, WARREN",hero
WOZ/DEWOZ,hero
WRAITH,hero
WRAITH II/HECTOR REN,hero
WRANGLER/,hero
WRANGLER II/EMILY DO,hero
WRAP,hero
WRECKER/DR. KARL KOR,hero
WRECKER II,hero
WRECKER III/DIRK GAR,hero
WRONG,hero
"WU, LEIKO",hero
"WU, SONIA",hero
"WYNDHAM, LUCAS",hero
WYNTER,hero
WYRE/,hero
WYSPER/MS. STEWART,hero
XANDU,hero
X-CUTIONER/CARL DENT,hero
XELOCKS [TRIONIAN],hero
XEMNU,hero
XEMU,hero
X'HOSS,hero
XIANDU,hero
X-MAN | MUTANT X-VER,hero
X-MAN/NATHAN GREY,hero
X-RAY,hero
X-RAY II/,hero
X THE UNKNOWABLE,hero
XYOSS,hero
"YAMIR, SASHA",hero
YANDROTH,hero
YANKEE CLIPPER/PAT C,hero
YANO,hero
YAP,hero
"YASHIDA, MARIKO",hero
"YASHIDA, MARIKO | MU",hero
YAYAUHCO,hero
"YEAGER, CALLIE",hero
"YEE, WAI CHEE",hero
YELLOW CLAW ROBOT,hero
YELLOW CLAW/TZING JA,hero
YELLOWJACKET III/HEN,hero
YELLOWJACKET II | MU,hero
YELLOWJACKET II/RITA,hero
YETI,hero
YETRIGAR,hero
YGMLOSVORRAICH,hero
"YIN, ANGELA",hero
"YIN, DR. SU",hero
YLA,hero
YMIR,hero
YONDU/YONDU UDONTA,hero
"YORK, SANDY",hero
"YOUNG, AGNES",hero
"YOUNG, KIM SUNG",hero
"YOUNG, LAWRENCE",hero
"YOUNG, LOUISE",hero
"YOUNG, MAX",hero
"YOUNG, MR.",hero
YOVA,hero
YRDISIS,hero
YRIK,hero
YSSA,hero
"YUAN, ANNIE",hero
"YUAN, BILLY",hero
YUKIO,hero
YURGE,hero
ZABO,hero
ZABU,hero
"ZAFAR, OFFICER JIMMY",hero
ZA'KEN,hero
ZAKKA,hero
ZALADANE,hero
"ZAMORA, PETE",hero
"ZANE, DONOVAN",hero
ZANIAC/BRAD WOLFE,hero
ZANIAC II/THUG THATC,hero
ZANKOR/JAY STEVENSON,hero
ZANTOR,hero
"ZAPPER, DAN",hero
ZARAN II,hero
ZARAN/MAXIMILLIAN ZA,hero
ZARATHOS,hero
ZARATHUSTRA,hero
ZARIN,hero
"ZARRKO, ARTHUR",hero
ZAWADI,hero
ZCANN,hero
ZEAKLAR,hero
ZEALOT/MOREAU,hero
"ZEDRAO, GENERAL",hero
ZEFRA,hero
ZEITGEIST II/AXEL CL,hero
"ZEITGEIST, NICOLA",hero
ZELDA,hero
"ZELIG, LON",hero
ZEMO/BARON HEINRICH,hero
ZERO,hero
ZET,hero
ZEUS,hero
ZEY-ROGG,hero
"ZIMMER, ABE",hero
ZINGH,hero
"ZINOVIEV, IVAN",hero
ZIRA,hero
ZIRAN,hero
ZIRCONIUM,hero
ZODIAK/NORMAN HARRIS,hero
"ZOLA, ARNIM",hero
"ZOLA, ARNIM II",hero
ZOMBIE/SIMON GARTH,hero
ZOM,hero
ZONA,hero
ZONE,hero
ZON,hero
ZOOG [KYMELLIAN],hero
ZORN,hero
"ZOTA, CARLO",hero
ZOTA,hero
ZURAS,hero
ZURI,hero
ZZZAX,hero
